GOOG,ALPHABET INC,393.320000,40.000000,15732.80000000000,70.51
LIT,GLOBAL X LITHIUM & BATTERY TECH ETF,84.080000,17.000000,1429.36000000000,6.41
MSFT,MICROSOFT CORP,421.920000,7.000000,2953.44000000000,13.24
URNM,SPROTT URANIUM MINERS ETF,60.150000,32.000000,1924.80000000000,8.63
US CASH,Cash,,,271.82000000000,1.22
