A200,BETASHARES AUSTRALIA 200 ETF,144.570000,73.000000,10553.61000000000,15.38
MQG,MACQUARIE GROUP LIMITED,242.960000,46.000000,11176.16000000000,16.28
NDQ,BETASHARES NASDAQ 100 ETF,60.160000,467.000000,28094.72000000000,40.93
VGS,VANGUARD MSCI INDEX INTERNATIONAL SHARES ETF,153.690000,76.000000,11680.44000000000,17.02
VTS,VANGUARD US TOTAL MARKET SHARES INDEX ETF,509.170000,14.000000,7128.38000000000,10.39
CASH,Cash,,,0.00000000000,0
